currdate,cusip.pct.all,cusip.pct.ma.all
7/18/2011,0.394388153,0.403252531
7/19/2011,0.385915493,0.401076147
7/20/2011,0.414252153,0.40091568
7/21/2011,0.421621622,0.401236976
7/22/2011,0.380506092,0.400835279
7/25/2011,0.412195122,0.401603105
7/26/2011,0.432824427,0.401864236
7/27/2011,0.401496259,0.400588971
7/28/2011,0.368,0.395840822
7/29/2011,0.373052246,0.392538547
8/1/2011,0.351724138,0.393842032
8/2/2011,0.36996904,0.393606096
8/3/2011,0.397291196,0.393609759
8/4/2011,0.403979239,0.392820579
8/5/2011,0.431542461,0.395087924
8/8/2011,0.406706793,0.39728167
8/9/2011,0.503139717,0.401902942
8/10/2011,0.497206704,0.405413199
8/11/2011,0.486754967,0.409682629
8/12/2011,0.429163215,0.413086452
8/15/2011,0.466984885,0.416716288
8/16/2011,0.448031496,0.419822089
8/17/2011,0.473843821,0.422801672
8/18/2011,0.437661221,0.423603652
8/19/2011,0.408631772,0.425009936
8/22/2011,0.413570275,0.425078694
8/23/2011,0.425862069,0.424730576
8/24/2011,0.424061433,0.425858834
8/25/2011,0.408703072,0.427893988
8/26/2011,0.377901578,0.428136455
8/29/2011,0.372407574,0.429170626
8/30/2011,0.407685881,0.431056468
8/31/2011,0.409727947,0.431678306
9/1/2011,0.37329932,0.43014431
9/2/2011,0.261351052,0.42163474
9/6/2011,0.415505226,0.422074661
9/7/2011,0.447180302,0.419276691
9/8/2011,0.460639127,0.417448312
9/9/2011,0.392857143,0.41275342
9/12/2011,0.396538159,0.411122168
9/13/2011,0.4544722,0.410496533
9/14/2011,0.432168968,0.409703407
9/15/2011,0.453264095,0.408674421
9/16/2011,0.394846218,0.406533671
9/19/2011,0.453301127,0.408767138
9/20/2011,0.464150943,0.411296172
9/21/2011,0.438683128,0.411937225
9/22/2011,0.459157352,0.413692021
9/23/2011,0.448334757,0.415673605
9/26/2011,0.476810415,0.420619047
9/27/2011,0.504524887,0.427224912
9/28/2011,0.477129338,0.430697085
9/29/2011,0.424717145,0.431446545
9/30/2011,0.409090909,0.433236125
10/3/2011,0.465313029,0.443434223
10/4/2011,0.506329114,0.447975418
10/5/2011,0.511627907,0.451197798
10/6/2011,0.482100239,0.452270854
10/7/2011,0.44845815,0.455050904
10/11/2011,0.453441296,0.457896061
10/12/2011,0.476462197,0.458995561
10/13/2011,0.458940906,0.460334157
10/14/2011,0.413114754,0.45832669
10/17/2011,0.401442308,0.458656495
10/18/2011,0.457777778,0.458880327
10/19/2011,0.450892857,0.458217423
10/20/2011,0.464257659,0.45949615
10/21/2011,0.410806175,0.457078591
10/24/2011,0.443251534,0.45682443
10/25/2011,0.461594733,0.456063646
10/26/2011,0.483408748,0.455007839
10/27/2011,0.443438914,0.453323318
10/28/2011,0.400862069,0.452130564
10/31/2011,0.445350734,0.453943555
