currdate,cusip.pct.all,cusip.pct.ma.all,Short.cusip.pct,Short.cusip.pct.ma,YR5.cusip.pct,YR5.cusip.pct.ma,YR10.cusip.pct,YR10.cusip.pct.ma,Long.cusip.pct,Long.cusip.pct.ma
9/29/2009,0.451285521,0.448262157,0.446280992,0.457702704,0.49829932,0.475731826,0.451866405,0.456331602,0.346153846,0.362475071
9/30/2009,0.502890173,0.449235701,0.480519481,0.457900553,0.534883721,0.476827864,0.500907441,0.457322352,0.444,0.363783052
10/1/2009,0.453580902,0.450708232,0.484375,0.457119303,0.475953566,0.478382895,0.475915222,0.458708203,0.341085271,0.366551602
10/2/2009,0.480332829,0.45481855,0.387387387,0.456488672,0.480662983,0.479759795,0.505307856,0.463741038,0.472081218,0.377209234
10/5/2009,0.484046164,0.463561675,0.416,0.459364144,0.511343805,0.488829523,0.489757914,0.472062267,0.441176471,0.388712502
10/6/2009,0.514475271,0.467083272,0.467948718,0.464477998,0.552959502,0.493015283,0.532374101,0.474507418,0.424342105,0.393515466
10/7/2009,0.48875,0.468372624,0.458333333,0.466267904,0.493548387,0.492612058,0.541133455,0.477432817,0.394463668,0.396212787
10/8/2009,0.480025773,0.47038067,0.442028986,0.46564208,0.494271686,0.493806478,0.525179856,0.480128591,0.36437247,0.399550458
10/9/2009,0.476796407,0.47297436,0.462184874,0.466620176,0.510242086,0.496901429,0.461377871,0.480715049,0.432835821,0.405322684
10/13/2009,0.522081065,0.47827003,0.529850746,0.46960844,0.559090909,0.501951491,0.5,0.485304682,0.478547855,0.413406455
10/14/2009,0.533675799,0.481344548,0.472222222,0.470751197,0.57748538,0.505739553,0.548172757,0.48809942,0.440993789,0.416558507
10/15/2009,0.512687053,0.483276146,0.481203008,0.470255134,0.518945634,0.507238617,0.537769784,0.491409928,0.456431535,0.417674657
10/16/2009,0.493550577,0.484080996,0.528985507,0.465233821,0.527638191,0.509146842,0.48553719,0.493610175,0.409448819,0.417007392
10/19/2009,0.468243243,0.484062196,0.460869565,0.464380241,0.496539792,0.509480278,0.479846449,0.495638934,0.387218045,0.412613505
10/20/2009,0.479809976,0.484330067,0.443037975,0.46520861,0.514925373,0.510805697,0.517793594,0.497655663,0.346938776,0.40671483
10/21/2009,0.470775095,0.482180748,0.434482759,0.463855825,0.531561462,0.510546709,0.489010989,0.497106213,0.323843416,0.397130603
10/22/2009,0.409631019,0.478508945,0.413333333,0.461084992,0.434169279,0.507091239,0.418560606,0.492849058,0.335689046,0.39353178
10/23/2009,0.454806313,0.476982594,0.53030303,0.460649789,0.520069808,0.507927505,0.4375,0.489126448,0.28,0.389385062
